symbol,group,exchange,time,date,snap_time,price,price_type,intra_buy_vol,intra_sell_vol,intra_delta,intra_buy_ratio,bid_price_1,bid_vol_1,ask_price_1,ask_vol_1,bid_price_2,bid_vol_2,ask_price_2,ask_vol_2,bid_price_3,bid_vol_3,ask_price_3,ask_vol_3,_ta_window,_last_close,ema20,ema50,adx,supertrend,ema200,ema_cross_pct,price_vs_ema20_pct,price_vs_ema200_pct,rsi,macd,macd_sig,macd_hist,stoch_k,stoch_d,bb_lower,bb_mid,bb_upper,atr,bb_position,atr_pct,obv,cmf,mfi,linreg_20,linreg_slope_pct,aroon_osc,donchian_upper_prev,donchian_lower_prev,ad_line,ad_slope_20d_pct,efi_13,willr_14,vol_ma_ratio,vol_today,vol_avg_20d,high_52w,low_52w,roc_10,return_20d,_cached_date,_ta_from_cache,_ta_stale_days,_should_cache,ff_room_raw,ff_total_room_raw,ff_buy_val_5d,ff_sell_val_5d,ff_net_val_5d,ff_net_val_20d,ff_trend,ff_consistency,ff_acceleration,pt_net_val_5d,pt_net_val_20d,pt_trend,insider_count,insider_buy_count,insider_sell_count,insider_name,r_period,r_pe,r_pb,r_roe,r_roa,r_eps,r_bvps,r_beta,r_div_yield,r_gross_margin,r_net_margin,r_quick_ratio,r_interest_cov,r_ev_ebitda,is_revenue,is_gross_profit,is_net_profit,is_operating_profit,is_eps,is_rev_growth,is_profit_growth,is_rev_growth_yoy,is_profit_growth_yoy,eps_consistency,bs_total_assets,bs_equity,bs_total_liab,bs_short_debt,bs_long_debt,bs_debt_to_equity,cf_operating,cf_investing,cf_financing,cf_free,cf_quality_ratio,finance_score,finance_score_fund,finance_score_cf,finance_score_growth,industry,icb_code,organ_short_name,organ_name,vnindex_return_20d,vnindex_return_5d,ff_intra_net,ff_intra_gtgd,ff_intra_ratio,ff_intra_frac,ff_intra_pts,ff_intra_strong_buy,ff_intra_strong_sell,ff_intra_flag_pts,insider_latest,_price_fallback,updated_at
MSB,GAINER,HSX,2026-09-25 09:27,2026-09-25,09:27,14.35,realtime,11300.0,41000.0,-29700.0,0.22,14250.0,72000.0,14300.0,1600.0,14200.0,263000.0,14350.0,130000.0,14150.0,118000.0,14400.0,83500.0,12M,14.3,13.38,13.18,32.81,13.33,11.76,1.52,6.88,21.6,75.31,0.19,0.17,0.03,91.32,88.35,12.28,13.21,14.15,0.32,1.0,2.24,412812347.0,0.38,88.26,13.62,5.78,50.0,14.4,12.12,232824266.47,29.59,3032291.05,-5.71,0.03,178500.0,7135633.0,14.4,9.0,10.42,10.0,2026-09-25,False,0,True,706047965.0,936000000.0,126.4,90.77,55.33,52.08,1.23,0.5,7.81,74640000.0,-35958060000.0,0.97,3.0,1.0,2.0,Lê Cẩm Thúy,2026-Q2,8.13,1.06,14.0,1.0,401.0,,,0.0,64.0,41.0,0.0,,0.0,3394998000.0,,1250603000.0,2070249000.0,401.0,-0.07,-0.17,-0.04,0.01,1,440998586000.0,45246509000.0,395752077000.0,,,8.75,11693308000.0,-170104000.0,0.0,11523204000.0,2.08,19,13,10,-4,Ngân hàng,8300,MSB Bank,Ngân hàng Thương mại Cổ phần Hàng Hải Việt Nam,-0.83,-2.15,32890000.0,2556815000.0,0.01,0.06,0,False,False,0,Bán,,2026-09-25 09:28
MSN,GAINER,HSX,2026-09-25 09:27,2026-09-25,09:27,70.9,realtime,93200.0,110600.0,-17400.0,0.46,71000.0,8200.0,71100.0,1200.0,70900.0,21000.0,71200.0,13400.0,70800.0,37700.0,71300.0,10400.0,12M,71.1,68.84,68.85,15.8,66.49,73.44,-0.01,3.28,-3.19,63.26,0.51,0.33,0.18,83.44,77.0,66.16,68.81,71.47,1.53,0.93,2.15,12331100.0,0.02,68.5,68.89,1.86,57.14,71.7,65.3,-182046570.83,1.09,3075050.47,-9.38,0.07,322200.0,4332985.0,94.0,61.7,6.92,2.3,2026-09-25,False,0,True,1162497139.0,1534951081.0,642.46,390.64,281.03,116.84,7.76,0.38,48.9,-19201810000.0,51368280000.0,-1.26,0.0,0.0,0.0,,2026-Q2,15.13,2.55,19.0,5.0,2056.0,,,0.0,32.0,10.0,0.52,,11.49,28117678000.0,8910850000.0,3125168000.0,4193525000.0,2056.0,0.17,1.51,0.54,2.03,1,142957455000.0,49567025000.0,93390430000.0,28139880000.0,41000046000.0,1.88,1369570000.0,16898880000.0,,18268450000.0,0.33,14,6,0,8,Thực phẩm và đồ uống,3500,Tập đoàn Masan,Công ty Cổ phần Tập đoàn Masan,-0.83,-2.15,1673460000.0,23040200000.0,0.07,0.06,0,False,False,0,,,2026-09-25 09:28
MWG,LOSER,HSX,2026-09-25 09:27,2026-09-25,09:27,72.6,realtime,21100.0,9900.0,11200.0,0.68,72600.0,400.0,72700.0,1700.0,72500.0,16200.0,72800.0,8200.0,72400.0,16000.0,72900.0,5400.0,12M,72.7,72.56,73.17,14.4,69.67,77.86,-0.83,0.19,-6.63,50.31,-0.09,0.1,-0.19,81.76,75.96,69.84,72.71,75.58,1.65,0.5,2.27,29318071.0,0.06,58.97,71.65,0.27,50.0,75.9,68.6,191212837.83,1.5,337388.43,-22.64,0.02,54700.0,2484580.0,92.96,61.54,1.96,-1.62,2026-09-25,False,0,True,0.0,723747294.0,2.89,2.41,0.48,0.3,0.04,0.44,0.08,62163894000.0,162426515000.0,-0.06,10.0,8.0,2.0,nan,2026-Q2,11.33,3.12,29.0,11.0,2255.0,,,0.0,21.0,6.0,0.98,,10.36,48751283551.96,10809210072.11,3302546973.29,4034437503.21,2255.0,0.05,0.22,0.3,1.0,1,104914963642.35,36351326249.72,68563637392.63,29089559736.15,0.0,1.89,6096140690.22,-6660775391.57,,-564634701.36,0.87,20,9,5,6,Bán lẻ,5300,Thế giới di động,Công ty Cổ phần Đầu tư Thế Giới Di Động,-0.83,-2.15,7270000.0,4048040000.0,0.0,0.06,0,False,False,0,Bán,,2026-09-25 09:28
NAB,GAINER,HSX,2026-09-25 09:27,2026-09-25,09:27,12.05,realtime,53100.0,20600.0,32500.0,0.72,12000.0,29900.0,12050.0,14400.0,11950.0,20000.0,12100.0,10900.0,11900.0,60800.0,12150.0,28300.0,12M,12.05,11.79,11.89,25.66,11.32,11.9,-0.84,2.21,1.26,57.63,0.07,0.1,-0.03,79.01,81.07,10.91,11.63,12.36,0.28,0.79,2.32,15580755.0,0.09,63.13,12.02,4.23,28.57,12.35,11.0,7339296.35,50.38,119354.43,-22.22,0.09,128500.0,1415250.0,13.5,10.08,7.59,3.43,2026-09-25,False,0,True,626838610.0,647646684.0,4.42,8.83,-4.42,-6.61,-0.04,0.31,-0.47,11670940000.0,11555630000.0,0.35,0.0,0.0,0.0,,2026-Q2,5.15,0.94,19.0,1.0,1224.0,,,0.0,63.0,40.0,0.0,,0.0,2836446000.0,,1209825000.0,1654790000.0,1224.0,0.23,-0.08,0.05,0.17,1,451517264000.0,25892493000.0,425624771000.0,,,16.44,118612421000.0,-808859000.0,-159000.0,117803562000.0,28.36,32,18,10,4,Ngân hàng,8300,Ngân hàng Nam Á,Ngân hàng Thương mại Cổ phần Nam Á,-0.83,-2.15,-7200000.0,2087580000.0,-0.0,0.06,0,False,False,0,,,2026-09-25 09:28
NKG,GAINER,HSX,2026-09-25 09:27,2026-09-25,09:27,9.7,realtime,51100.0,30900.0,20200.0,0.62,9720.0,1400.0,9730.0,500.0,9710.0,1100.0,9740.0,3500.0,9700.0,21200.0,9750.0,6700.0,12M,9.72,10.23,10.73,38.9,10.36,12.44,-4.66,-4.99,-21.86,25.73,-0.32,-0.05,-0.27,3.19,2.73,9.44,10.34,11.25,0.24,0.16,2.47,-73059879.0,-0.51,23.59,9.62,-4.56,-100.0,11.25,9.7,-217644572.12,-7.3,-120923.6,-92.31,0.07,113000.0,1526030.0,16.59,9.63,-4.71,-11.64,2026-09-25,False,0,True,224189582.0,246161980.0,2.89,23.25,-20.36,-27.47,-0.22,0.12,-2.36,-5312000.0,-5312000.0,,1.0,1.0,0.0,Nguyễn Vinh An,2026-Q2,32.66,0.71,2.0,1.0,0.0,,,0.0,5.0,1.0,0.64,,22.06,4150210734.7,437074910.0,104125637.75,162921469.9,0.0,0.27,3.66,0.09,0.14,1,18454451104.8,7651158879.38,10803292225.42,6208262209.28,2346120189.87,1.41,1326940472.26,-3028797609.17,,-1701857136.91,6.73,17,-3,10,10,Tài nguyên Cơ bản,1700,Thép Nam Kim,Công ty Cổ phần Thép Nam Kim,-0.83,-2.15,78674000.0,1103861000.0,0.07,0.06,0,False,False,0,Mua,,2026-09-25 09:28
NLG,GAINER,HSX,2026-09-25 09:28,2026-09-25,09:27,23.0,realtime,4000.0,15700.0,-11700.0,0.2,22950.0,7500.0,23000.0,32900.0,22900.0,17400.0,23050.0,12200.0,22850.0,15000.0,23100.0,3000.0,12M,22.95,23.8,23.98,15.8,24.7,27.35,-0.75,-3.57,-16.09,40.1,-0.15,-0.22,0.07,1.85,6.06,22.69,24.24,25.79,0.62,0.09,2.7,-37869318.0,-0.17,22.28,23.28,-4.89,-100.0,25.95,22.8,-54776617.37,-12.02,-263978.58,-94.44,0.02,33000.0,1896840.0,39.39,19.15,-7.09,-4.38,2026-09-25,False,0,True,64145909.0,242548691.0,3.15,45.7,-76.37,-181.34,-0.23,0.25,-3.94,-21108090000.0,-50343020000.0,-0.47,2.0,2.0,0.0,Nguyễn Hiệp,2026-Q2,17.4,0.95,5.0,2.0,109.0,,,0.0,42.0,17.0,1.48,,14.58,415142651.11,236820552.9,55206070.97,87772397.65,109.0,-0.68,-0.19,-0.46,-0.44,-1,25475548019.16,14544291089.32,10931256929.84,914693890.1,4280977916.66,0.75,-872640359.0,970347485.49,,97707126.5,-1.24,-8,8,-10,-6,Bất động sản,8600,BĐS Nam Long,Công ty Cổ phần Đầu tư Nam Long,-0.83,-2.15,-46000000.0,929430000.0,-0.05,0.06,0,False,False,0,Mua,,2026-09-25 09:28
NT2,GAINER,HSX,2026-09-25 09:28,2026-09-25,09:27,20.9,realtime,2100.0,1000.0,1100.0,0.68,20950.0,1000.0,21000.0,2800.0,20900.0,2900.0,21050.0,1200.0,20850.0,4000.0,21100.0,2600.0,12M,20.95,20.82,21.2,19.11,21.34,23.1,-1.79,0.62,-9.31,51.46,-0.08,0.08,-0.16,77.78,74.71,20.19,20.69,21.2,0.32,0.76,1.53,1863211.0,-0.15,67.64,20.74,1.95,42.86,21.5,20.2,-15611393.21,-9.6,16783.93,-28.57,0.01,6800.0,485535.0,29.45,20.2,2.2,-1.18,2026-09-25,False,0,True,114044137.0,141059254.0,4.62,9.0,-4.38,-24.95,0.19,0.25,0.68,-410250000.0,-299920000.0,-0.01,0.0,0.0,0.0,,2026-Q2,4.84,1.21,26.0,13.0,1056.0,,,0.0,15.0,13.0,1.63,,4.84,2824544836.48,357507955.6,307764848.23,384113392.32,1056.0,0.3,0.71,0.36,-0.06,-1,10665360113.89,5002753482.88,5662606631.01,1661112397.93,0.0,1.13,1003204721.26,-1372319107.94,,-369114386.68,0.89,33,18,5,10,"Điện, nước & xăng dầu khí đốt",7500,Điện lực Nhơn Trạch 2,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,-0.83,-2.15,-35535000.0,144220000.0,-0.25,0.06,0,False,False,0,,,2026-09-25 09:28
NVL,LOSER,HSX,2026-09-25 09:28,2026-09-25,09:27,12.05,realtime,4800.0,400900.0,-396100.0,0.01,12050.0,26900.0,12100.0,1100.0,12000.0,476600.0,12150.0,151800.0,11950.0,233600.0,12200.0,180700.0,12M,12.05,12.58,12.86,18.35,13.17,13.13,-2.18,-4.21,-8.23,36.48,-0.23,-0.04,-0.19,33.56,41.66,11.8,12.64,13.48,0.41,0.15,3.4,92074557.0,0.03,52.34,12.12,-1.64,35.71,13.7,11.65,-304220141.79,2.22,-373121.69,-74.19,0.05,607500.0,12534640.0,19.53,9.3,-1.23,-9.4,2026-09-25,False,0,True,1077907045.0,1177013306.0,253.68,52.69,200.98,2.15,5.35,0.38,40.06,-194472000.0,-194472000.0,-0.04,1.0,0.0,1.0,nan,2026-Q2,7.16,0.66,9.0,2.0,434.0,,,0.0,65.0,52.0,0.55,,25.39,1509144123.23,391913920.02,968882092.21,1220019713.98,434.0,-0.58,0.08,-0.22,7.03,1,258658019926.51,65237918524.07,193420101402.44,30482394449.16,42428586834.61,2.96,-6145392030.0,266367225.19,,-5879024804.81,-3.52,3,15,-10,-2,Bất động sản,8600,Novaland,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,-0.83,-2.15,-1246145000.0,14623565000.0,-0.09,0.06,0,False,False,0,Bán,,2026-09-25 09:28
OCB,LOSER,HSX,2026-09-25 09:28,2026-09-25,09:27,10.25,realtime,16000.0,8400.0,7600.0,0.66,10300.0,7800.0,10350.0,62600.0,10250.0,13000.0,10400.0,27200.0,10200.0,62700.0,10450.0,25000.0,12M,10.3,10.44,10.53,20.74,10.78,10.45,-0.85,-1.34,-1.44,41.06,-0.08,0.0,-0.08,45.12,44.0,9.92,10.45,10.98,0.18,0.36,1.75,32630504.0,-0.15,37.71,10.21,0.54,57.14,11.0,10.05,-1886679.52,-144.47,-48976.64,-54.55,0.01,30800.0,2181530.0,11.96,9.04,0.98,-5.94,2026-09-25,False,0,True,86873087.0,673752227.0,3.44,8.8,-5.36,-118.05,1.65,0.19,6.31,-356374000.0,-1206540000.0,-0.01,0.0,0.0,0.0,,2026-Q2,7.51,0.94,13.0,1.0,0.0,,,0.0,66.0,35.0,0.0,,0.0,3205362002.18,,972933237.07,2151161142.21,0.0,0.18,-0.0,0.21,0.23,1,351741185154.31,35821888904.8,315919296249.52,,,8.82,17111680373.6,-490228459.5,-1714049094.0,16621451914.1,4.27,27,15,10,2,Ngân hàng,8300,Ngân hàng Phương Đông,Ngân hàng Thương mại Cổ phần Phương Đông,-0.83,-2.15,37895000.0,316820000.0,0.12,0.06,0,False,False,0,,,2026-09-25 09:28
PAN,GAINER,HSX,2026-09-25 09:28,2026-09-25,09:27,18.5,realtime,1100.0,600.0,500.0,0.65,18450.0,100.0,18500.0,3800.0,18400.0,1300.0,18600.0,6500.0,18350.0,1200.0,18650.0,7200.0,12M,18.5,18.83,19.84,47.6,19.43,21.73,-5.09,-1.75,-14.86,36.17,-0.45,0.07,-0.52,41.39,35.17,17.81,18.75,19.7,0.39,0.36,2.11,11607877.0,-0.15,33.16,18.17,-0.44,-35.71,20.25,17.95,-9814756.19,-14.49,-17431.13,-45.0,0.01,2800.0,430620.0,26.62,17.95,1.65,-7.73,2026-09-25,False,0,True,71887606.0,126455768.0,2.78,7.66,-4.89,-24.1,0.08,0.06,0.53,2014225000.0,553745000.0,0.17,0.0,0.0,0.0,,2026-Q2,4.07,0.93,23.0,7.0,373.0,,,15.0,21.0,10.0,1.21,,6.45,3619553461.91,792872445.1,210448522.61,412236280.0,373.0,-0.04,-0.64,-0.1,0.51,1,16686757877.8,9116551645.6,7570206232.2,3888196087.26,340116802.78,0.83,9054816926.39,-1067529365.54,,7987287560.85,13.46,24,18,10,-4,Thực phẩm và đồ uống,3500,Tập đoàn PAN,Công ty Cổ phần Tập đoàn PAN,-0.83,-2.15,-16590000.0,51635000.0,-0.32,0.06,0,False,False,0,,,2026-09-25 09:28
PC1,LOSER,HSX,2026-09-25 09:28,2026-09-25,09:28,20.95,realtime,6100.0,700.0,5400.0,0.9,20950.0,12900.0,21000.0,3300.0,20900.0,20300.0,21050.0,7600.0,20850.0,32300.0,21100.0,4100.0,12M,20.95,20.56,20.71,15.83,21.41,22.01,-0.72,1.9,-4.82,56.73,0.04,0.12,-0.08,80.83,81.75,19.68,20.45,21.23,0.52,0.82,2.48,63133941.0,0.13,58.43,20.59,2.19,50.0,21.45,19.45,-65356000.97,5.72,239712.51,-25.0,0.02,31700.0,1584860.0,32.2,16.65,2.7,2.44,2026-09-25,False,0,True,171015908.0,205642671.0,26.45,8.53,17.92,8.65,0.53,0.5,3.04,-2566470000.0,-2541120000.0,-0.08,14.0,13.0,1.0,nan,,,,,,0.0,,,,,,,,,2038227010.68,468030191.31,151575268.41,280008647.01,0.0,-0.06,-0.16,-0.31,0.07,1,24870775798.01,9158105949.14,15712669848.88,5260366577.08,6955801015.89,1.72,2272718206.89,-1474000701.34,,798717505.55,2.18,6,0,10,-4,Xây dựng và Vật liệu,2300,Tập đoàn PC1,Công ty Cổ phần Tập đoàn PC1,-0.83,-2.15,29260000.0,664130000.0,0.04,0.06,0,False,False,0,Mua,,2026-09-25 09:28
PDR,LOSER,HSX,2026-09-25 09:28,2026-09-25,09:28,11.4,realtime,19800.0,87500.0,-67700.0,0.18,11350.0,62500.0,11400.0,57100.0,11300.0,149300.0,11450.0,45700.0,11250.0,78900.0,11500.0,75900.0,12M,11.4,11.78,12.36,18.25,12.34,15.82,-4.69,-3.23,-27.94,34.5,-0.23,-0.01,-0.22,23.52,29.73,11.11,11.88,12.64,0.32,0.19,2.81,-187821200.0,0.22,22.19,11.3,-2.42,-92.86,12.9,11.3,135019037.41,12.98,-66402.59,-86.67,0.03,112600.0,3821815.0,27.0,10.4,-2.98,-10.24,2026-09-25,False,0,True,429672890.0,498904689.0,9.22,4.38,7.69,10.53,0.01,0.38,0.88,276415000.0,276415000.0,,2.0,2.0,0.0,Nguyễn Văn Đạt,2026-Q2,20.43,1.0,5.0,2.0,78.0,,,0.0,63.0,60.0,0.82,,110.21,53510516.65,2340638.73,80578906.61,117093230.62,78.0,-0.49,-0.39,1.69,0.24,1,28607391103.27,12609849551.12,15997541552.15,989885279.51,3161435842.95,1.27,-2975418118.1,1572252058.9,,-1403166059.2,-5.78,-10,6,-10,-6,Bất động sản,8600,BĐS Phát Đạt,Công ty Cổ phần Phát triển Bất động sản Phát Đạt,-0.83,-2.15,-127680000.0,1284085000.0,-0.1,0.06,0,False,False,0,Mua,,2026-09-25 09:28
PHR,GAINER,HSX,2026-09-25 09:28,2026-09-25,09:28,32.3,realtime,5000.0,1300.0,3700.0,0.79,32250.0,600.0,32400.0,2600.0,32200.0,500.0,32500.0,4400.0,32150.0,1200.0,32550.0,400.0,12M,32.3,32.2,32.59,12.32,34.14,32.61,-1.2,0.31,-0.95,50.08,-0.23,-0.04,-0.19,35.93,30.0,30.75,32.5,34.26,0.77,0.44,2.38,7126343.0,-0.57,42.26,31.36,-1.96,-35.71,34.19,30.8,-15685185.15,-45.48,-20734.73,-52.68,0.04,19700.0,454905.0,40.54,26.4,-1.52,-2.27,2026-09-25,False,0,True,-13821820.0,0.0,0.0,1.34,-1.34,-57.72,0.53,0.0,3.34,1490160000.0,393060000.0,0.03,0.0,0.0,0.0,,2026-Q2,8.91,1.79,22.0,15.0,2687.0,,,0.0,28.0,48.0,4.67,,17.72,406315433.39,138929014.63,364114195.21,188919220.64,2687.0,-0.13,0.3,0.1,3.0,1,6993320829.36,4861998517.69,2131322311.67,160000000.0,0.0,0.44,615847758.22,-27664787.34,,588182970.88,1.29,30,18,10,2,Hóa chất,1300,Cao su Phước Hòa,Công ty Cổ phần Cao su Phước Hòa,-0.83,-2.15,0.0,635565000.0,0.0,0.06,0,False,False,0,,,2026-09-25 09:28
PLX,GAINER,HSX,2026-09-25 09:28,2026-09-25,09:28,35.1,realtime,76800.0,60700.0,16100.0,0.56,35000.0,5400.0,35050.0,15200.0,34950.0,5500.0,35100.0,4500.0,34900.0,22300.0,35200.0,35800.0,12M,35.0,36.23,36.12,14.54,34.58,38.21,0.3,-3.39,-8.4,41.77,0.02,-0.22,0.23,13.26,24.85,34.37,36.27,38.17,1.17,0.17,3.34,48838338.0,-0.4,42.19,36.26,0.17,14.29,39.5,34.85,-97759761.43,-76.91,-503033.29,-96.77,0.06,331400.0,5453095.0,67.96,30.8,-0.57,-6.67,2026-09-25,False,0,True,74230075.0,258775616.0,27.32,135.41,-108.09,56.99,-1.72,0.5,-25.18,-1020775000.0,-1448840000.0,-0.01,0.0,0.0,0.0,,2026-Q2,14.75,1.85,13.0,3.0,2329.0,,,0.0,5.0,1.0,0.71,,9.39,136218133725.34,7691714817.22,2808812523.26,3335629828.61,2329.0,0.38,4.68,0.78,1.06,1,87876314405.85,29153584431.45,58722729974.4,10059685879.44,614642252.89,2.01,3990368093.76,-7318982155.22,,-3328614061.47,1.49,30,10,10,10,Dầu khí,0500,Petrolimex,Tập đoàn Xăng dầu Việt Nam,-0.83,-2.15,-675315000.0,12161605000.0,-0.06,0.06,0,False,False,0,,,2026-09-25 09:28
PNJ,GAINER,HSX,2026-09-25 09:28,2026-09-25,09:28,33.85,realtime,48900.0,46200.0,2700.0,0.51,33750.0,6500.0,33800.0,6500.0,33700.0,48000.0,33850.0,9600.0,33650.0,8800.0,33900.0,54500.0,12M,33.8,36.77,40.42,19.43,38.41,55.15,-9.03,-8.08,-38.71,34.36,-1.3,-0.36,-0.94,5.35,8.59,32.72,37.78,42.85,1.66,0.11,4.91,-84532674.0,-0.27,25.18,33.87,-8.2,-100.0,45.55,33.25,-32657301.22,-330.56,-3301714.06,-90.15,0.12,704100.0,5683835.0,84.67,30.25,-9.38,-20.75,2026-09-25,False,0,True,10376797.0,250826843.0,84.17,172.28,207.54,183.68,3.46,0.44,30.03,3162190000.0,-405830000.0,0.72,20.0,14.0,6.0,Trần Phương Ngọc Hà,2026-Q2,7.6,1.59,22.0,15.0,-664.0,,,0.0,21.0,7.0,0.6,,6.69,8483734481.47,1563258876.92,-282885492.39,-345800323.38,-664.0,-0.51,-1.19,0.12,-1.65,-1,21017570967.64,13912521401.54,7105049566.09,3989128051.25,0.0,0.51,18890403.84,-893788030.06,,-874897626.22,0.01,12,18,0,-6,Hàng cá nhân & Gia dụng,3700,Vàng Phú Nhuận,Công ty Cổ phần Vàng bạc Đá quý Phú Nhuận,-0.83,-2.15,7755715000.0,24687225000.0,0.31,0.06,0,False,False,0,Bán,,2026-09-25 09:28
POW,GAINER,HSX,2026-09-25 09:28,2026-09-25,09:28,12.5,realtime,44300.0,39800.0,4500.0,0.53,12500.0,111700.0,12550.0,3300.0,12450.0,171200.0,12600.0,200000.0,12400.0,185000.0,12650.0,154100.0,12M,12.5,12.79,13.16,31.43,13.28,13.18,-2.81,-2.27,-5.16,37.27,-0.22,0.02,-0.23,54.91,57.64,12.28,12.76,13.23,0.26,0.23,2.08,23099570.0,-0.41,49.16,12.45,0.28,-14.29,13.65,12.05,-292934571.21,-19.66,-145020.82,-52.63,0.04,221800.0,6293770.0,16.85,10.66,-0.79,-6.02,2026-09-25,False,0,True,1417433282.0,1533922844.0,27.71,9.86,17.84,-83.58,1.87,0.31,8.79,-2417895000.0,-3661515000.0,-0.05,0.0,0.0,0.0,,2026-Q2,6.34,0.99,17.0,6.0,1147.0,,,0.0,18.0,14.0,1.31,,6.58,20308045024.79,4720728624.35,3518625626.12,4150441869.62,1147.0,0.65,1.93,1.16,4.84,1,106355372741.94,44663911251.15,61691461490.78,18962412091.67,19126564960.17,1.38,2094206476.82,-12739016660.25,,-10644810183.42,0.86,33,18,5,10,"Điện, nước & xăng dầu khí đốt",7500,Điện lực Dầu khí Việt Nam,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,-0.83,-2.15,-323865000.0,2794955000.0,-0.12,0.06,0,False,False,0,,,2026-09-25 09:28
PVD,GAINER,HSX,2026-09-25 09:28,2026-09-25,09:28,18.45,realtime,153100.0,102400.0,50700.0,0.6,18350.0,154500.0,18400.0,13700.0,18300.0,88200.0,18450.0,85600.0,18250.0,32400.0,18500.0,125800.0,12M,18.4,18.91,18.86,15.93,19.81,18.22,0.27,-2.7,0.99,43.05,0.02,-0.09,0.1,17.42,30.05,18.18,19.02,19.85,0.58,0.13,3.15,212974273.0,-0.37,48.65,18.87,-1.74,42.86,20.4,18.2,15128969.39,-74.1,-372052.27,-90.91,0.06,368900.0,5948015.0,27.26,11.26,-0.81,-4.17,2026-09-25,False,0,True,389265876.0,464079095.0,43.68,48.42,-4.74,-105.35,0.45,0.31,5.64,10151302000.0,18432222000.0,0.33,0.0,0.0,0.0,,2026-Q2,16.36,1.05,7.0,4.0,116.0,,,0.0,18.0,8.0,1.32,,8.89,3027879700.91,544102914.0,162552908.94,262602421.78,116.0,-0.11,-0.47,0.24,-0.32,-1,29801692068.49,17591960648.03,12209731420.46,1124457776.52,4350237923.54,0.69,1432040001.54,-2868617493.47,,-1436577491.93,1.38,10,6,10,-6,Dầu khí,0500,Khoan Dầu khí PVDrilling,Tổng Công ty Cổ phần Khoan và Dịch vụ khoan Dầu khí,-0.83,-2.15,-193825000.0,6892925000.0,-0.03,0.06,0,False,False,0,,,2026-09-25 09:28
PVT,GAINER,HSX,2026-09-25 09:28,2026-09-25,09:28,22.6,realtime,106700.0,114400.0,-7700.0,0.48,22500.0,13300.0,22550.0,2500.0,22450.0,14100.0,22600.0,26500.0,22400.0,12800.0,22650.0,25300.0,12M,22.55,22.0,20.83,41.04,21.0,19.42,5.62,2.5,16.12,57.95,0.85,-0.02,0.87,61.8,72.76,19.34,21.83,24.32,0.85,0.64,3.77,75674348.0,-0.07,71.96,23.62,4.03,71.43,24.35,19.9,-133648267.51,-7.12,176401.05,-40.45,0.05,325400.0,6425165.0,29.73,14.95,2.04,11.63,2026-09-25,False,0,True,171949331.0,253290279.0,93.07,137.83,-44.76,83.76,-0.86,0.5,-14.19,523715000.0,3849060000.0,-0.07,0.0,0.0,0.0,,2026-Q2,7.47,1.13,16.0,6.0,1070.0,,,0.0,15.0,9.0,1.79,,4.1,5713828308.26,957409321.38,552879054.6,805335825.78,1070.0,0.37,0.73,0.32,0.88,1,23021171378.76,12180956183.53,10840215195.23,1386811945.7,5621626526.02,0.89,3161225060.82,-3123382082.58,,37842978.23,3.05,36,16,10,10,Hàng & Dịch vụ Công nghiệp,2700,Vận tải Dầu khí PVTrans,Tổng Công ty Cổ phần Vận tải Dầu khí,-0.83,-2.15,2187510000.0,7887405000.0,0.28,0.06,0,False,False,0,,,2026-09-25 09:28
REE,GAINER,HSX,2026-09-25 09:28,2026-09-25,09:28,46.75,realtime,24300.0,1500.0,22800.0,0.94,46800.0,12600.0,46850.0,200.0,46600.0,7200.0,46900.0,1400.0,46550.0,4100.0,47000.0,300.0,12M,46.8,46.19,46.64,22.31,45.09,50.81,-0.96,1.32,-7.89,56.37,0.19,0.21,-0.03,74.4,77.27,44.43,45.89,47.35,0.72,0.81,1.54,-8369463.0,-0.08,62.28,46.62,2.49,50.0,47.65,44.85,-35210861.69,-1.52,110211.52,-30.36,0.09,31300.0,340880.0,64.52,42.5,4.12,3.54,2026-09-25,False,0,True,14347.0,305465527.0,17.72,7.05,10.68,18.58,0.13,0.69,0.97,-5977020000.0,-8141630000.0,-0.11,9.0,9.0,0.0,nan,2026-Q2,10.84,1.32,13.0,7.0,841.0,,,0.0,38.0,32.0,2.06,,8.66,2426396602.73,918517002.65,631294229.34,884608754.92,841.0,-0.02,-0.12,-0.03,0.01,1,41214397290.37,25677038583.3,15537358707.07,1280433074.28,8914624780.95,0.6,2710883355.36,-4555505567.81,,-1844622212.45,1.07,16,10,10,-4,"Điện, nước & xăng dầu khí đốt",7500,Cơ Điện Lạnh REE,Công ty Cổ phần Cơ điện Lạnh,-0.83,-2.15,565925000.0,1463295000.0,0.39,0.06,0,False,False,0,Mua,,2026-09-25 09:28
